colors,hymnal_id,image,top_color,rgb
"[{'color': {'red': 202, 'green': 193, 'blue': 208, 'alpha': None}, 'score': 0.8474088907241821, 'pixelFraction': 0.6722912192344666}, {'color': {'red': 224, 'green': 219, 'blue': 233, 'alpha': None}, 'score': 0.09025678038597107, 'pixelFraction': 0.0613328292965889}, {'color': {'red': 201, 'green': 195, 'blue': 216, 'alpha': None}, 'score': 0.01735764741897583, 'pixelFraction': 0.08332543075084686}, {'color': {'red': 179, 'green': 168, 'blue': 180, 'alpha': None}, 'score': 0.015805186703801155, 'pixelFraction': 0.013460991904139519}, {'color': {'red': 206, 'green': 191, 'blue': 215, 'alpha': None}, 'score': 0.01544073224067688, 'pixelFraction': 0.032988909631967545}, {'color': {'red': 201, 'green': 183, 'blue': 200, 'alpha': None}, 'score': 0.008994795382022858, 'pixelFraction': 0.01895914226770401}, {'color': {'red': 221, 'green': 218, 'blue': 239, 'alpha': None}, 'score': 0.001974510494619608, 'pixelFraction': 0.010143141262233257}, {'color': {'red': 187, 'green': 167, 'blue': 181, 'alpha': None}, 'score': 0.001073910971172154, 'pixelFraction': 0.002559484215453267}, {'color': {'red': 226, 'green': 212, 'blue': 237, 'alpha': None}, 'score': 0.0010037141619250178, 'pixelFraction': 0.0021803013514727354}, {'color': {'red': 177, 'green': 170, 'blue': 190, 'alpha': None}, 'score': 0.0005712055717594922, 'pixelFraction': 0.007014882750809193}]",46609,video_thumbnail,"{'red': 202, 'green': 193, 'blue': 208, 'alpha': None}",[202 193 208]
"[{'color': {'red': 14, 'green': 6, 'blue': 5, 'alpha': None}, 'score': 0.2616128623485565, 'pixelFraction': 0.4279279410839081}, {'color': {'red': 19, 'green': 125, 'blue': 17, 'alpha': None}, 'score': 0.1773558259010315, 'pixelFraction': 0.06033306196331978}, {'color': {'red': 96, 'green': 25, 'blue': 30, 'alpha': None}, 'score': 0.034650105983018875, 'pixelFraction': 0.044976793229579926}, {'color': {'red': 26, 'green': 101, 'blue': 22, 'alpha': None}, 'score': 0.03435339033603668, 'pixelFraction': 0.012762762606143951}, {'color': {'red': 249, 'green': 244, 'blue': 244, 'alpha': None}, 'score': 0.023736417293548584, 'pixelFraction': 0.03992629051208496}, {'color': {'red': 139, 'green': 214, 'blue': 136, 'alpha': None}, 'score': 0.011393561027944088, 'pixelFraction': 0.0037537538446485996}, {'color': {'red': 244, 'green': 122, 'blue': 132, 'alpha': None}, 'score': 0.008247703313827515, 'pixelFraction': 0.008394758217036724}, {'color': {'red': 223, 'green': 185, 'blue': 193, 'alpha': None}, 'score': 0.007078917231410742, 'pixelFraction': 0.007098007015883923}, {'color': {'red': 254, 'green': 156, 'blue': 161, 'alpha': None}, 'score': 0.004310798831284046, 'pixelFraction': 0.006893256679177284}, {'color': {'red': 154, 'green': 33, 'blue': 29, 'alpha': None}, 'score': 0.0030851750634610653, 'pixelFraction': 0.009828009642660618}]",49017,mobile_background_image,"{'red': 14, 'green': 6, 'blue': 5, 'alpha': None}",[14  6  5]
"[{'color': {'red': 14, 'green': 125, 'blue': 18, 'alpha': None}, 'score': 0.3409266173839569, 'pixelFraction': 0.13397590816020966}, {'color': {'red': 18, 'green': 8, 'blue': 8, 'alpha': None}, 'score': 0.1847802698612213, 'pixelFraction': 0.3566265106201172}, {'color': {'red': 24, 'green': 96, 'blue': 25, 'alpha': None}, 'score': 0.03800611570477486, 'pixelFraction': 0.01783132553100586}, {'color': {'red': 137, 'green': 215, 'blue': 137, 'alpha': None}, 'score': 0.009364625439047813, 'pixelFraction': 0.00401606410741806}, {'color': {'red': 249, 'green': 242, 'blue': 240, 'alpha': None}, 'score': 0.008805474266409874, 'pixelFraction': 0.018795181065797806}, {'color': {'red': 246, 'green': 119, 'blue': 130, 'alpha': None}, 'score': 0.0028401007875800133, 'pixelFraction': 0.004899598192423582}, {'color': {'red': 164, 'green': 156, 'blue': 156, 'alpha': None}, 'score': 0.0025659576058387756, 'pixelFraction': 0.005381525959819555}, {'color': {'red': 69, 'green': 60, 'blue': 5, 'alpha': None}, 'score': 0.0017720198957249522, 'pixelFraction': 0.0011244979687035084}, {'color': {'red': 253, 'green': 160, 'blue': 164, 'alpha': None}, 'score': 0.001732346718199551, 'pixelFraction': 0.0034538153558969498}, {'color': {'red': 207, 'green': 238, 'blue': 199, 'alpha': None}, 'score': 0.0016615013591945171, 'pixelFraction': 0.0009638554183766246}]",49017,desktop_background_image,"{'red': 14, 'green': 125, 'blue': 18, 'alpha': None}",[ 14 125  18]
"[{'color': {'red': 244, 'green': 246, 'blue': 248, 'alpha': None}, 'score': 0.32119399309158325, 'pixelFraction': 0.028723102062940598}, {'color': {'red': 84, 'green': 85, 'blue': 93, 'alpha': None}, 'score': 0.15432856976985931, 'pixelFraction': 0.09991468489170074}, {'color': {'red': 150, 'green': 150, 'blue': 158, 'alpha': None}, 'score': 0.10507259517908096, 'pixelFraction': 0.01706322841346264}, {'color': {'red': 51, 'green': 52, 'blue': 62, 'alpha': None}, 'score': 0.12143925577402115, 'pixelFraction': 0.18143899738788605}, {'color': {'red': 46, 'green': 50, 'blue': 66, 'alpha': None}, 'score': 0.08839724212884903, 'pixelFraction': 0.043132051825523376}, {'color': {'red': 116, 'green': 117, 'blue': 124, 'alpha': None}, 'score': 0.0815734937787056, 'pixelFraction': 0.028628306463360786}, {'color': {'red': 199, 'green': 201, 'blue': 207, 'alpha': None}, 'score': 0.05693677067756653, 'pixelFraction': 0.008721205405890942}, {'color': {'red': 27, 'green': 27, 'blue': 37, 'alpha': None}, 'score': 0.0271510798484087, 'pixelFraction': 0.46061238646507263}, {'color': {'red': 29, 'green': 32, 'blue': 47, 'alpha': None}, 'score': 0.018639173358678818, 'pixelFraction': 0.05905773118138313}, {'color': {'red': 73, 'green': 77, 'blue': 93, 'alpha': None}, 'score': 0.015072369016706944, 'pixelFraction': 0.002938667079433799}]",49017,video_thumbnail,"{'red': 244, 'green': 246, 'blue': 248, 'alpha': None}",[244 246 248]
"[{'color': {'red': 14, 'green': 6, 'blue': 5, 'alpha': None}, 'score': 0.2616128623485565, 'pixelFraction': 0.4279279410839081}, {'color': {'red': 19, 'green': 125, 'blue': 17, 'alpha': None}, 'score': 0.1773558259010315, 'pixelFraction': 0.06033306196331978}, {'color': {'red': 96, 'green': 25, 'blue': 30, 'alpha': None}, 'score': 0.034650105983018875, 'pixelFraction': 0.044976793229579926}, {'color': {'red': 26, 'green': 101, 'blue': 22, 'alpha': None}, 'score': 0.03435339033603668, 'pixelFraction': 0.012762762606143951}, {'color': {'red': 249, 'green': 244, 'blue': 244, 'alpha': None}, 'score': 0.023736417293548584, 'pixelFraction': 0.03992629051208496}, {'color': {'red': 139, 'green': 214, 'blue': 136, 'alpha': None}, 'score': 0.011393561027944088, 'pixelFraction': 0.0037537538446485996}, {'color': {'red': 244, 'green': 122, 'blue': 132, 'alpha': None}, 'score': 0.008247703313827515, 'pixelFraction': 0.008394758217036724}, {'color': {'red': 223, 'green': 185, 'blue': 193, 'alpha': None}, 'score': 0.007078917231410742, 'pixelFraction': 0.007098007015883923}, {'color': {'red': 254, 'green': 156, 'blue': 161, 'alpha': None}, 'score': 0.004310798831284046, 'pixelFraction': 0.006893256679177284}, {'color': {'red': 154, 'green': 33, 'blue': 29, 'alpha': None}, 'score': 0.0030851750634610653, 'pixelFraction': 0.009828009642660618}]",49016,mobile_background_image,"{'red': 14, 'green': 6, 'blue': 5, 'alpha': None}",[14  6  5]
"[{'color': {'red': 14, 'green': 125, 'blue': 18, 'alpha': None}, 'score': 0.3409266173839569, 'pixelFraction': 0.13397590816020966}, {'color': {'red': 18, 'green': 8, 'blue': 8, 'alpha': None}, 'score': 0.1847802698612213, 'pixelFraction': 0.3566265106201172}, {'color': {'red': 24, 'green': 96, 'blue': 25, 'alpha': None}, 'score': 0.03800611570477486, 'pixelFraction': 0.01783132553100586}, {'color': {'red': 137, 'green': 215, 'blue': 137, 'alpha': None}, 'score': 0.009364625439047813, 'pixelFraction': 0.00401606410741806}, {'color': {'red': 249, 'green': 242, 'blue': 240, 'alpha': None}, 'score': 0.008805474266409874, 'pixelFraction': 0.018795181065797806}, {'color': {'red': 246, 'green': 119, 'blue': 130, 'alpha': None}, 'score': 0.0028401007875800133, 'pixelFraction': 0.004899598192423582}, {'color': {'red': 164, 'green': 156, 'blue': 156, 'alpha': None}, 'score': 0.0025659576058387756, 'pixelFraction': 0.005381525959819555}, {'color': {'red': 69, 'green': 60, 'blue': 5, 'alpha': None}, 'score': 0.0017720198957249522, 'pixelFraction': 0.0011244979687035084}, {'color': {'red': 253, 'green': 160, 'blue': 164, 'alpha': None}, 'score': 0.001732346718199551, 'pixelFraction': 0.0034538153558969498}, {'color': {'red': 207, 'green': 238, 'blue': 199, 'alpha': None}, 'score': 0.0016615013591945171, 'pixelFraction': 0.0009638554183766246}]",49016,desktop_background_image,"{'red': 14, 'green': 125, 'blue': 18, 'alpha': None}",[ 14 125  18]
"[{'color': {'red': 244, 'green': 246, 'blue': 248, 'alpha': None}, 'score': 0.32119399309158325, 'pixelFraction': 0.028723102062940598}, {'color': {'red': 84, 'green': 85, 'blue': 93, 'alpha': None}, 'score': 0.15432856976985931, 'pixelFraction': 0.09991468489170074}, {'color': {'red': 150, 'green': 150, 'blue': 158, 'alpha': None}, 'score': 0.10507259517908096, 'pixelFraction': 0.01706322841346264}, {'color': {'red': 51, 'green': 52, 'blue': 62, 'alpha': None}, 'score': 0.12143925577402115, 'pixelFraction': 0.18143899738788605}, {'color': {'red': 46, 'green': 50, 'blue': 66, 'alpha': None}, 'score': 0.08839724212884903, 'pixelFraction': 0.043132051825523376}, {'color': {'red': 116, 'green': 117, 'blue': 124, 'alpha': None}, 'score': 0.0815734937787056, 'pixelFraction': 0.028628306463360786}, {'color': {'red': 199, 'green': 201, 'blue': 207, 'alpha': None}, 'score': 0.05693677067756653, 'pixelFraction': 0.008721205405890942}, {'color': {'red': 27, 'green': 27, 'blue': 37, 'alpha': None}, 'score': 0.0271510798484087, 'pixelFraction': 0.46061238646507263}, {'color': {'red': 29, 'green': 32, 'blue': 47, 'alpha': None}, 'score': 0.018639173358678818, 'pixelFraction': 0.05905773118138313}, {'color': {'red': 73, 'green': 77, 'blue': 93, 'alpha': None}, 'score': 0.015072369016706944, 'pixelFraction': 0.002938667079433799}]",49016,video_thumbnail,"{'red': 244, 'green': 246, 'blue': 248, 'alpha': None}",[244 246 248]
"[{'color': {'red': 254, 'green': 78, 'blue': 58, 'alpha': None}, 'score': 0.15755122900009155, 'pixelFraction': 0.5620883703231812}, {'color': {'red': 246, 'green': 106, 'blue': 93, 'alpha': None}, 'score': 0.10089343786239624, 'pixelFraction': 0.01959839276969433}, {'color': {'red': 249, 'green': 248, 'blue': 246, 'alpha': None}, 'score': 0.06202884390950203, 'pixelFraction': 0.029558232054114342}, {'color': {'red': 252, 'green': 162, 'blue': 156, 'alpha': None}, 'score': 0.05450531467795372, 'pixelFraction': 0.011244979687035084}, {'color': {'red': 244, 'green': 63, 'blue': 50, 'alpha': None}, 'score': 0.13931411504745483, 'pixelFraction': 0.21413654088974}, {'color': {'red': 253, 'green': 84, 'blue': 85, 'alpha': None}, 'score': 0.06119999662041664, 'pixelFraction': 0.016305221244692802}, {'color': {'red': 248, 'green': 187, 'blue': 170, 'alpha': None}, 'score': 0.04777183383703232, 'pixelFraction': 0.014136546291410923}, {'color': {'red': 252, 'green': 240, 'blue': 215, 'alpha': None}, 'score': 0.045429617166519165, 'pixelFraction': 0.014859437942504883}, {'color': {'red': 247, 'green': 95, 'blue': 62, 'alpha': None}, 'score': 0.0435020886361599, 'pixelFraction': 0.025622490793466568}, {'color': {'red': 251, 'green': 121, 'blue': 128, 'alpha': None}, 'score': 0.042021431028842926, 'pixelFraction': 0.006265060044825077}]",46793,large_main_image,"{'red': 254, 'green': 78, 'blue': 58, 'alpha': None}",[254  78  58]
"[{'color': {'red': 247, 'green': 110, 'blue': 94, 'alpha': None}, 'score': 0.14865781366825104, 'pixelFraction': 0.023409772664308548}, {'color': {'red': 253, 'green': 78, 'blue': 59, 'alpha': None}, 'score': 0.13369601964950562, 'pixelFraction': 0.6025115847587585}, {'color': {'red': 249, 'green': 248, 'blue': 245, 'alpha': None}, 'score': 0.05753709003329277, 'pixelFraction': 0.03159978240728378}, {'color': {'red': 247, 'green': 186, 'blue': 167, 'alpha': None}, 'score': 0.04842289909720421, 'pixelFraction': 0.012489762157201767}, {'color': {'red': 243, 'green': 65, 'blue': 47, 'alpha': None}, 'score': 0.1136150136590004, 'pixelFraction': 0.17751842737197876}, {'color': {'red': 253, 'green': 81, 'blue': 80, 'alpha': None}, 'score': 0.06086440756917, 'pixelFraction': 0.015970515087246895}, {'color': {'red': 250, 'green': 118, 'blue': 129, 'alpha': None}, 'score': 0.04767962545156479, 'pixelFraction': 0.005528255365788937}, {'color': {'red': 238, 'green': 133, 'blue': 105, 'alpha': None}, 'score': 0.043731942772865295, 'pixelFraction': 0.006756756920367479}, {'color': {'red': 251, 'green': 237, 'blue': 210, 'alpha': None}, 'score': 0.0435350276529789, 'pixelFraction': 0.014742014929652214}, {'color': {'red': 248, 'green': 96, 'blue': 67, 'alpha': None}, 'score': 0.038442909717559814, 'pixelFraction': 0.02538902498781681}]",46793,small_main_image,"{'red': 247, 'green': 110, 'blue': 94, 'alpha': None}",[247 110  94]
"[{'color': {'red': 210, 'green': 190, 'blue': 155, 'alpha': None}, 'score': 0.1716924011707306, 'pixelFraction': 0.06506024301052094}, {'color': {'red': 82, 'green': 42, 'blue': 21, 'alpha': None}, 'score': 0.14205020666122437, 'pixelFraction': 0.13236947357654572}, {'color': {'red': 206, 'green': 202, 'blue': 92, 'alpha': None}, 'score': 0.011815983802080154, 'pixelFraction': 0.004819277208298445}, {'color': {'red': 177, 'green': 158, 'blue': 123, 'alpha': None}, 'score': 0.09926038235425949, 'pixelFraction': 0.058714859187603}, {'color': {'red': 91, 'green': 46, 'blue': 15, 'alpha': None}, 'score': 0.05305567383766174, 'pixelFraction': 0.050441768020391464}, {'color': {'red': 135, 'green': 117, 'blue': 86, 'alpha': None}, 'score': 0.05236152932047844, 'pixelFraction': 0.05566265061497688}, {'color': {'red': 110, 'green': 68, 'blue': 44, 'alpha': None}, 'score': 0.05225452780723572, 'pixelFraction': 0.04216867312788963}, {'color': {'red': 115, 'green': 67, 'blue': 32, 'alpha': None}, 'score': 0.04554931819438934, 'pixelFraction': 0.03887550160288811}, {'color': {'red': 64, 'green': 49, 'blue': 22, 'alpha': None}, 'score': 0.04202158376574516, 'pixelFraction': 0.07196786999702454}, {'color': {'red': 98, 'green': 81, 'blue': 52, 'alpha': None}, 'score': 0.040132805705070496, 'pixelFraction': 0.06650602072477341}]",45093,large_main_image,"{'red': 210, 'green': 190, 'blue': 155, 'alpha': None}",[210 190 155]
"[{'color': {'red': 208, 'green': 189, 'blue': 158, 'alpha': None}, 'score': 0.23507963120937347, 'pixelFraction': 0.05303030461072922}, {'color': {'red': 126, 'green': 69, 'blue': 26, 'alpha': None}, 'score': 0.06946535408496857, 'pixelFraction': 0.03760578855872154}, {'color': {'red': 80, 'green': 40, 'blue': 20, 'alpha': None}, 'score': 0.032123252749443054, 'pixelFraction': 0.09909909963607788}, {'color': {'red': 163, 'green': 98, 'blue': 33, 'alpha': None}, 'score': 0.02872217446565628, 'pixelFraction': 0.002661752747371793}, {'color': {'red': 175, 'green': 157, 'blue': 128, 'alpha': None}, 'score': 0.1619364619255066, 'pixelFraction': 0.08162707835435867}, {'color': {'red': 134, 'green': 119, 'blue': 91, 'alpha': None}, 'score': 0.07304133474826813, 'pixelFraction': 0.09241059422492981}, {'color': {'red': 242, 'green': 231, 'blue': 205, 'alpha': None}, 'score': 0.04651227220892906, 'pixelFraction': 0.017676766961812973}, {'color': {'red': 97, 'green': 84, 'blue': 59, 'alpha': None}, 'score': 0.03856627643108368, 'pixelFraction': 0.08503958582878113}, {'color': {'red': 93, 'green': 43, 'blue': 12, 'alpha': None}, 'score': 0.03200642764568329, 'pixelFraction': 0.05603330582380295}, {'color': {'red': 157, 'green': 99, 'blue': 48, 'alpha': None}, 'score': 0.028347456827759743, 'pixelFraction': 0.004709254484623671}]",45093,small_main_image,"{'red': 208, 'green': 189, 'blue': 158, 'alpha': None}",[208 189 158]
"[{'color': {'red': 26, 'green': 22, 'blue': 21, 'alpha': None}, 'score': 0.22237399220466614, 'pixelFraction': 0.2633424997329712}, {'color': {'red': 231, 'green': 232, 'blue': 233, 'alpha': None}, 'score': 0.02109641768038273, 'pixelFraction': 0.02986065112054348}, {'color': {'red': 52, 'green': 47, 'blue': 46, 'alpha': None}, 'score': 0.10663706064224243, 'pixelFraction': 0.11347047239542007}, {'color': {'red': 62, 'green': 47, 'blue': 32, 'alpha': None}, 'score': 0.07439432293176651, 'pixelFraction': 0.05251682549715042}, {'color': {'red': 40, 'green': 50, 'blue': 67, 'alpha': None}, 'score': 0.06676720082759857, 'pixelFraction': 0.04607071727514267}, {'color': {'red': 73, 'green': 40, 'blue': 28, 'alpha': None}, 'score': 0.06436410546302795, 'pixelFraction': 0.04322684556245804}, {'color': {'red': 94, 'green': 79, 'blue': 61, 'alpha': None}, 'score': 0.039160050451755524, 'pixelFraction': 0.03185135871171951}, {'color': {'red': 86, 'green': 83, 'blue': 83, 'alpha': None}, 'score': 0.0389767587184906, 'pixelFraction': 0.046449899673461914}, {'color': {'red': 118, 'green': 119, 'blue': 120, 'alpha': None}, 'score': 0.03251257166266441, 'pixelFraction': 0.0382026731967926}, {'color': {'red': 43, 'green': 20, 'blue': 20, 'alpha': None}, 'score': 0.024043794721364975, 'pixelFraction': 0.015830883756279945}]",46700,video_thumbnail_small,"{'red': 26, 'green': 22, 'blue': 21, 'alpha': None}",[26 22 21]
"[{'color': {'red': 26, 'green': 21, 'blue': 21, 'alpha': None}, 'score': 0.20742616057395935, 'pixelFraction': 0.24956971406936646}, {'color': {'red': 230, 'green': 234, 'blue': 232, 'alpha': None}, 'score': 0.02188476175069809, 'pixelFraction': 0.02999754063785076}, {'color': {'red': 104, 'green': 35, 'blue': 11, 'alpha': None}, 'score': 0.0015269358409568667, 'pixelFraction': 0.001311367959715426}, {'color': {'red': 51, 'green': 47, 'blue': 46, 'alpha': None}, 'score': 0.0978299006819725, 'pixelFraction': 0.10482747107744217}, {'color': {'red': 61, 'green': 47, 'blue': 30, 'alpha': None}, 'score': 0.09408750385046005, 'pixelFraction': 0.06433898955583572}, {'color': {'red': 41, 'green': 50, 'blue': 68, 'alpha': None}, 'score': 0.06889363378286362, 'pixelFraction': 0.04704532399773598}, {'color': {'red': 73, 'green': 41, 'blue': 28, 'alpha': None}, 'score': 0.060386985540390015, 'pixelFraction': 0.04220965504646301}, {'color': {'red': 86, 'green': 84, 'blue': 83, 'alpha': None}, 'score': 0.038769662380218506, 'pixelFraction': 0.046553559601306915}, {'color': {'red': 118, 'green': 119, 'blue': 119, 'alpha': None}, 'score': 0.03689928352832794, 'pixelFraction': 0.04220965504646301}, {'color': {'red': 96, 'green': 80, 'blue': 61, 'alpha': None}, 'score': 0.03689205273985863, 'pixelFraction': 0.030407343059778214}]",46700,video_thumbnail_large,"{'red': 26, 'green': 21, 'blue': 21, 'alpha': None}",[26 21 21]
"[{'color': {'red': 1, 'green': 1, 'blue': 1, 'alpha': None}, 'score': 0.5748664736747742, 'pixelFraction': 0.45411887764930725}, {'color': {'red': 252, 'green': 252, 'blue': 252, 'alpha': None}, 'score': 0.369352787733078, 'pixelFraction': 0.37122002243995667}, {'color': {'red': 159, 'green': 159, 'blue': 159, 'alpha': None}, 'score': 0.05013250187039375, 'pixelFraction': 0.04171011596918106}, {'color': {'red': 88, 'green': 88, 'blue': 88, 'alpha': None}, 'score': 0.0017067433800548315, 'pixelFraction': 0.02815432660281658}, {'color': {'red': 51, 'green': 51, 'blue': 51, 'alpha': None}, 'score': 0.0016184051055461168, 'pixelFraction': 0.029197080060839653}, {'color': {'red': 208, 'green': 208, 'blue': 208, 'alpha': None}, 'score': 0.0013824977213516831, 'pixelFraction': 0.030239833518862724}, {'color': {'red': 109, 'green': 109, 'blue': 109, 'alpha': None}, 'score': 0.0009405786986462772, 'pixelFraction': 0.04535974934697151}]",46700,cta_image_small,"{'red': 1, 'green': 1, 'blue': 1, 'alpha': None}",[1 1 1]
"[{'color': {'red': 0, 'green': 0, 'blue': 0, 'alpha': None}, 'score': 0.5713853240013123, 'pixelFraction': 0.457019180059433}, {'color': {'red': 254, 'green': 254, 'blue': 254, 'alpha': None}, 'score': 0.4174315631389618, 'pixelFraction': 0.4124922752380371}, {'color': {'red': 127, 'green': 127, 'blue': 127, 'alpha': None}, 'score': 0.005460791289806366, 'pixelFraction': 0.042053185403347015}, {'color': {'red': 153, 'green': 153, 'blue': 153, 'alpha': None}, 'score': 0.004087433684617281, 'pixelFraction': 0.026592455804347992}, {'color': {'red': 185, 'green': 185, 'blue': 185, 'alpha': None}, 'score': 0.0009695679764263332, 'pixelFraction': 0.019789734855294228}, {'color': {'red': 90, 'green': 90, 'blue': 90, 'alpha': None}, 'score': 0.0006522336625494063, 'pixelFraction': 0.022881880402565002}, {'color': {'red': 41, 'green': 41, 'blue': 41, 'alpha': None}, 'score': 1.3070508430246264e-05, 'pixelFraction': 0.019171305000782013}]",46700,cta_image_large,"{'red': 0, 'green': 0, 'blue': 0, 'alpha': None}",[0 0 0]
"[{'color': {'red': 233, 'green': 197, 'blue': 146, 'alpha': None}, 'score': 0.23194672167301178, 'pixelFraction': 0.01876876875758171}, {'color': {'red': 250, 'green': 230, 'blue': 194, 'alpha': None}, 'score': 0.19762073457241058, 'pixelFraction': 0.027982527390122414}, {'color': {'red': 165, 'green': 27, 'blue': 39, 'alpha': None}, 'score': 0.0846102312207222, 'pixelFraction': 0.023205023258924484}, {'color': {'red': 2, 'green': 1, 'blue': 1, 'alpha': None}, 'score': 0.07664155215024948, 'pixelFraction': 0.8238465785980225}, {'color': {'red': 170, 'green': 150, 'blue': 120, 'alpha': None}, 'score': 0.02348308637738228, 'pixelFraction': 0.007371007464826107}, {'color': {'red': 99, 'green': 16, 'blue': 24, 'alpha': None}, 'score': 0.023170551285147667, 'pixelFraction': 0.010647010989487171}, {'color': {'red': 169, 'green': 75, 'blue': 68, 'alpha': None}, 'score': 0.00473628006875515, 'pixelFraction': 0.0012285012053325772}, {'color': {'red': 246, 'green': 215, 'blue': 162, 'alpha': None}, 'score': 0.15010014176368713, 'pixelFraction': 0.011056510731577873}, {'color': {'red': 92, 'green': 72, 'blue': 73, 'alpha': None}, 'score': 0.0014512988273054361, 'pixelFraction': 0.0002730002743192017}, {'color': {'red': 252, 'green': 226, 'blue': 130, 'alpha': None}, 'score': 0.06214775890111923, 'pixelFraction': 0.0032760032918304205}]",48718,mobile_background_image,"{'red': 233, 'green': 197, 'blue': 146, 'alpha': None}",[233 197 146]
"[{'color': {'red': 183, 'green': 97, 'blue': 58, 'alpha': None}, 'score': 0.0705031007528305, 'pixelFraction': 0.0038554216735064983}, {'color': {'red': 3, 'green': 2, 'blue': 1, 'alpha': None}, 'score': 0.07037903368473053, 'pixelFraction': 0.6783132553100586}, {'color': {'red': 73, 'green': 131, 'blue': 60, 'alpha': None}, 'score': 0.05244417488574982, 'pixelFraction': 0.00473895575851202}, {'color': {'red': 84, 'green': 43, 'blue': 28, 'alpha': None}, 'score': 0.0211398396641016, 'pixelFraction': 0.023614458739757538}, {'color': {'red': 65, 'green': 93, 'blue': 49, 'alpha': None}, 'score': 0.018234826624393463, 'pixelFraction': 0.009558232501149178}, {'color': {'red': 241, 'green': 238, 'blue': 235, 'alpha': None}, 'score': 0.007640708703547716, 'pixelFraction': 0.005301204975694418}, {'color': {'red': 222, 'green': 176, 'blue': 187, 'alpha': None}, 'score': 0.0027750900480896235, 'pixelFraction': 0.0009638554183766246}, {'color': {'red': 211, 'green': 137, 'blue': 179, 'alpha': None}, 'score': 0.0012177597964182496, 'pixelFraction': 0.00024096385459415615}, {'color': {'red': 189, 'green': 95, 'blue': 44, 'alpha': None}, 'score': 0.058852020651102066, 'pixelFraction': 0.0017670682864263654}, {'color': {'red': 164, 'green': 104, 'blue': 57, 'alpha': None}, 'score': 0.0538843609392643, 'pixelFraction': 0.01092369481921196}]",48718,desktop_background_image,"{'red': 183, 'green': 97, 'blue': 58, 'alpha': None}",[183  97  58]
"[{'color': {'red': 138, 'green': 54, 'blue': 32, 'alpha': None}, 'score': 0.06330275535583496, 'pixelFraction': 0.009384775534272194}, {'color': {'red': 203, 'green': 144, 'blue': 58, 'alpha': None}, 'score': 0.05272812023758888, 'pixelFraction': 0.013271399773657322}, {'color': {'red': 247, 'green': 226, 'blue': 164, 'alpha': None}, 'score': 0.036572277545928955, 'pixelFraction': 0.013934969902038574}, {'color': {'red': 152, 'green': 160, 'blue': 54, 'alpha': None}, 'score': 0.02979794330894947, 'pixelFraction': 0.005024172831326723}, {'color': {'red': 141, 'green': 119, 'blue': 32, 'alpha': None}, 'score': 0.02925378642976284, 'pixelFraction': 0.005403355695307255}, {'color': {'red': 19, 'green': 18, 'blue': 69, 'alpha': None}, 'score': 0.004237238317728043, 'pixelFraction': 0.2093089371919632}, {'color': {'red': 108, 'green': 30, 'blue': 10, 'alpha': None}, 'score': 0.04590468108654022, 'pixelFraction': 0.006446108687669039}, {'color': {'red': 140, 'green': 61, 'blue': 55, 'alpha': None}, 'score': 0.03538161888718605, 'pixelFraction': 0.007394065614789724}, {'color': {'red': 222, 'green': 197, 'blue': 135, 'alpha': None}, 'score': 0.03441155329346657, 'pixelFraction': 0.012607830576598644}, {'color': {'red': 227, 'green': 191, 'blue': 102, 'alpha': None}, 'score': 0.0289661455899477, 'pixelFraction': 0.008057636208832264}]",48718,video_thumbnail,"{'red': 138, 'green': 54, 'blue': 32, 'alpha': None}",[138  54  32]
"[{'color': {'red': 26, 'green': 22, 'blue': 21, 'alpha': None}, 'score': 0.22237399220466614, 'pixelFraction': 0.2633424997329712}, {'color': {'red': 231, 'green': 232, 'blue': 233, 'alpha': None}, 'score': 0.02109641768038273, 'pixelFraction': 0.02986065112054348}, {'color': {'red': 52, 'green': 47, 'blue': 46, 'alpha': None}, 'score': 0.10663706064224243, 'pixelFraction': 0.11347047239542007}, {'color': {'red': 62, 'green': 47, 'blue': 32, 'alpha': None}, 'score': 0.07439432293176651, 'pixelFraction': 0.05251682549715042}, {'color': {'red': 40, 'green': 50, 'blue': 67, 'alpha': None}, 'score': 0.06676720082759857, 'pixelFraction': 0.04607071727514267}, {'color': {'red': 73, 'green': 40, 'blue': 28, 'alpha': None}, 'score': 0.06436410546302795, 'pixelFraction': 0.04322684556245804}, {'color': {'red': 94, 'green': 79, 'blue': 61, 'alpha': None}, 'score': 0.039160050451755524, 'pixelFraction': 0.03185135871171951}, {'color': {'red': 86, 'green': 83, 'blue': 83, 'alpha': None}, 'score': 0.0389767587184906, 'pixelFraction': 0.046449899673461914}, {'color': {'red': 118, 'green': 119, 'blue': 120, 'alpha': None}, 'score': 0.03251257166266441, 'pixelFraction': 0.0382026731967926}, {'color': {'red': 43, 'green': 20, 'blue': 20, 'alpha': None}, 'score': 0.024043794721364975, 'pixelFraction': 0.015830883756279945}]",46701,video_thumbnail_small,"{'red': 26, 'green': 22, 'blue': 21, 'alpha': None}",[26 22 21]
