colors,hymnal_id,image,top_color,rgb
"[{'color': {'red': 26, 'green': 21, 'blue': 21, 'alpha': None}, 'score': 0.20742616057395935, 'pixelFraction': 0.24956971406936646}, {'color': {'red': 230, 'green': 234, 'blue': 232, 'alpha': None}, 'score': 0.02188476175069809, 'pixelFraction': 0.02999754063785076}, {'color': {'red': 104, 'green': 35, 'blue': 11, 'alpha': None}, 'score': 0.0015269358409568667, 'pixelFraction': 0.001311367959715426}, {'color': {'red': 51, 'green': 47, 'blue': 46, 'alpha': None}, 'score': 0.0978299006819725, 'pixelFraction': 0.10482747107744217}, {'color': {'red': 61, 'green': 47, 'blue': 30, 'alpha': None}, 'score': 0.09408750385046005, 'pixelFraction': 0.06433898955583572}, {'color': {'red': 41, 'green': 50, 'blue': 68, 'alpha': None}, 'score': 0.06889363378286362, 'pixelFraction': 0.04704532399773598}, {'color': {'red': 73, 'green': 41, 'blue': 28, 'alpha': None}, 'score': 0.060386985540390015, 'pixelFraction': 0.04220965504646301}, {'color': {'red': 86, 'green': 84, 'blue': 83, 'alpha': None}, 'score': 0.038769662380218506, 'pixelFraction': 0.046553559601306915}, {'color': {'red': 118, 'green': 119, 'blue': 119, 'alpha': None}, 'score': 0.03689928352832794, 'pixelFraction': 0.04220965504646301}, {'color': {'red': 96, 'green': 80, 'blue': 61, 'alpha': None}, 'score': 0.03689205273985863, 'pixelFraction': 0.030407343059778214}]",46701,video_thumbnail_large,"{'red': 26, 'green': 21, 'blue': 21, 'alpha': None}",[26 21 21]
"[{'color': {'red': 1, 'green': 1, 'blue': 1, 'alpha': None}, 'score': 0.5748664736747742, 'pixelFraction': 0.45411887764930725}, {'color': {'red': 252, 'green': 252, 'blue': 252, 'alpha': None}, 'score': 0.369352787733078, 'pixelFraction': 0.37122002243995667}, {'color': {'red': 159, 'green': 159, 'blue': 159, 'alpha': None}, 'score': 0.05013250187039375, 'pixelFraction': 0.04171011596918106}, {'color': {'red': 88, 'green': 88, 'blue': 88, 'alpha': None}, 'score': 0.0017067433800548315, 'pixelFraction': 0.02815432660281658}, {'color': {'red': 51, 'green': 51, 'blue': 51, 'alpha': None}, 'score': 0.0016184051055461168, 'pixelFraction': 0.029197080060839653}, {'color': {'red': 208, 'green': 208, 'blue': 208, 'alpha': None}, 'score': 0.0013824977213516831, 'pixelFraction': 0.030239833518862724}, {'color': {'red': 109, 'green': 109, 'blue': 109, 'alpha': None}, 'score': 0.0009405786986462772, 'pixelFraction': 0.04535974934697151}]",46701,cta_image_small,"{'red': 1, 'green': 1, 'blue': 1, 'alpha': None}",[1 1 1]
"[{'color': {'red': 0, 'green': 0, 'blue': 0, 'alpha': None}, 'score': 0.5713853240013123, 'pixelFraction': 0.457019180059433}, {'color': {'red': 254, 'green': 254, 'blue': 254, 'alpha': None}, 'score': 0.4174315631389618, 'pixelFraction': 0.4124922752380371}, {'color': {'red': 127, 'green': 127, 'blue': 127, 'alpha': None}, 'score': 0.005460791289806366, 'pixelFraction': 0.042053185403347015}, {'color': {'red': 153, 'green': 153, 'blue': 153, 'alpha': None}, 'score': 0.004087433684617281, 'pixelFraction': 0.026592455804347992}, {'color': {'red': 185, 'green': 185, 'blue': 185, 'alpha': None}, 'score': 0.0009695679764263332, 'pixelFraction': 0.019789734855294228}, {'color': {'red': 90, 'green': 90, 'blue': 90, 'alpha': None}, 'score': 0.0006522336625494063, 'pixelFraction': 0.022881880402565002}, {'color': {'red': 41, 'green': 41, 'blue': 41, 'alpha': None}, 'score': 1.3070508430246264e-05, 'pixelFraction': 0.019171305000782013}]",46701,cta_image_large,"{'red': 0, 'green': 0, 'blue': 0, 'alpha': None}",[0 0 0]
"[{'color': {'red': 210, 'green': 190, 'blue': 155, 'alpha': None}, 'score': 0.1716924011707306, 'pixelFraction': 0.06506024301052094}, {'color': {'red': 82, 'green': 42, 'blue': 21, 'alpha': None}, 'score': 0.14205020666122437, 'pixelFraction': 0.13236947357654572}, {'color': {'red': 206, 'green': 202, 'blue': 92, 'alpha': None}, 'score': 0.011815983802080154, 'pixelFraction': 0.004819277208298445}, {'color': {'red': 177, 'green': 158, 'blue': 123, 'alpha': None}, 'score': 0.09926038235425949, 'pixelFraction': 0.058714859187603}, {'color': {'red': 91, 'green': 46, 'blue': 15, 'alpha': None}, 'score': 0.05305567383766174, 'pixelFraction': 0.050441768020391464}, {'color': {'red': 135, 'green': 117, 'blue': 86, 'alpha': None}, 'score': 0.05236152932047844, 'pixelFraction': 0.05566265061497688}, {'color': {'red': 110, 'green': 68, 'blue': 44, 'alpha': None}, 'score': 0.05225452780723572, 'pixelFraction': 0.04216867312788963}, {'color': {'red': 115, 'green': 67, 'blue': 32, 'alpha': None}, 'score': 0.04554931819438934, 'pixelFraction': 0.03887550160288811}, {'color': {'red': 64, 'green': 49, 'blue': 22, 'alpha': None}, 'score': 0.04202158376574516, 'pixelFraction': 0.07196786999702454}, {'color': {'red': 98, 'green': 81, 'blue': 52, 'alpha': None}, 'score': 0.040132805705070496, 'pixelFraction': 0.06650602072477341}]",45733,large_main_image,"{'red': 210, 'green': 190, 'blue': 155, 'alpha': None}",[210 190 155]
"[{'color': {'red': 208, 'green': 189, 'blue': 158, 'alpha': None}, 'score': 0.23507963120937347, 'pixelFraction': 0.05303030461072922}, {'color': {'red': 126, 'green': 69, 'blue': 26, 'alpha': None}, 'score': 0.06946535408496857, 'pixelFraction': 0.03760578855872154}, {'color': {'red': 80, 'green': 40, 'blue': 20, 'alpha': None}, 'score': 0.032123252749443054, 'pixelFraction': 0.09909909963607788}, {'color': {'red': 163, 'green': 98, 'blue': 33, 'alpha': None}, 'score': 0.02872217446565628, 'pixelFraction': 0.002661752747371793}, {'color': {'red': 175, 'green': 157, 'blue': 128, 'alpha': None}, 'score': 0.1619364619255066, 'pixelFraction': 0.08162707835435867}, {'color': {'red': 134, 'green': 119, 'blue': 91, 'alpha': None}, 'score': 0.07304133474826813, 'pixelFraction': 0.09241059422492981}, {'color': {'red': 242, 'green': 231, 'blue': 205, 'alpha': None}, 'score': 0.04651227220892906, 'pixelFraction': 0.017676766961812973}, {'color': {'red': 97, 'green': 84, 'blue': 59, 'alpha': None}, 'score': 0.03856627643108368, 'pixelFraction': 0.08503958582878113}, {'color': {'red': 93, 'green': 43, 'blue': 12, 'alpha': None}, 'score': 0.03200642764568329, 'pixelFraction': 0.05603330582380295}, {'color': {'red': 157, 'green': 99, 'blue': 48, 'alpha': None}, 'score': 0.028347456827759743, 'pixelFraction': 0.004709254484623671}]",45733,small_main_image,"{'red': 208, 'green': 189, 'blue': 158, 'alpha': None}",[208 189 158]
"[{'color': {'red': 247, 'green': 252, 'blue': 254, 'alpha': None}, 'score': 0.4992291331291199, 'pixelFraction': 0.7001774311065674}, {'color': {'red': 63, 'green': 81, 'blue': 113, 'alpha': None}, 'score': 0.04690174013376236, 'pixelFraction': 0.01876876875758171}, {'color': {'red': 30, 'green': 52, 'blue': 109, 'alpha': None}, 'score': 0.029142774641513824, 'pixelFraction': 0.0068250070326030254}, {'color': {'red': 111, 'green': 160, 'blue': 85, 'alpha': None}, 'score': 0.006111788097769022, 'pixelFraction': 0.022181272506713867}, {'color': {'red': 110, 'green': 73, 'blue': 60, 'alpha': None}, 'score': 0.004370617214590311, 'pixelFraction': 0.0060742562636733055}, {'color': {'red': 176, 'green': 202, 'blue': 131, 'alpha': None}, 'score': 0.0024449191987514496, 'pixelFraction': 0.0007507507689297199}, {'color': {'red': 117, 'green': 142, 'blue': 44, 'alpha': None}, 'score': 0.0007471084245480597, 'pixelFraction': 0.00020475020573940128}, {'color': {'red': 37, 'green': 53, 'blue': 80, 'alpha': None}, 'score': 0.03966213017702103, 'pixelFraction': 0.01624351553618908}, {'color': {'red': 112, 'green': 139, 'blue': 220, 'alpha': None}, 'score': 0.00034717313246801496, 'pixelFraction': 6.825006857980043e-05}, {'color': {'red': 41, 'green': 88, 'blue': 135, 'alpha': None}, 'score': 0.029129689559340477, 'pixelFraction': 0.008394758217036724}]",47452,mobile_background_image,"{'red': 247, 'green': 252, 'blue': 254, 'alpha': None}",[247 252 254]
"[{'color': {'red': 248, 'green': 253, 'blue': 253, 'alpha': None}, 'score': 0.39490994811058044, 'pixelFraction': 0.6837751269340515}, {'color': {'red': 32, 'green': 50, 'blue': 78, 'alpha': None}, 'score': 0.042818374931812286, 'pixelFraction': 0.019116465002298355}, {'color': {'red': 36, 'green': 84, 'blue': 132, 'alpha': None}, 'score': 0.036372505128383636, 'pixelFraction': 0.01148594357073307}, {'color': {'red': 164, 'green': 197, 'blue': 150, 'alpha': None}, 'score': 0.007065457291901112, 'pixelFraction': 0.0025702810380607843}, {'color': {'red': 112, 'green': 161, 'blue': 85, 'alpha': None}, 'score': 0.005600347649306059, 'pixelFraction': 0.006265060044825077}, {'color': {'red': 106, 'green': 71, 'blue': 58, 'alpha': None}, 'score': 0.003015346359461546, 'pixelFraction': 0.00401606410741806}, {'color': {'red': 16, 'green': 24, 'blue': 47, 'alpha': None}, 'score': 0.03869122266769409, 'pixelFraction': 0.01919678784906864}, {'color': {'red': 61, 'green': 82, 'blue': 113, 'alpha': None}, 'score': 0.03528168424963951, 'pixelFraction': 0.016305221244692802}, {'color': {'red': 24, 'green': 57, 'blue': 103, 'alpha': None}, 'score': 0.035077545791864395, 'pixelFraction': 0.011164658702909946}, {'color': {'red': 31, 'green': 50, 'blue': 105, 'alpha': None}, 'score': 0.03297574445605278, 'pixelFraction': 0.008995983749628067}]",47452,desktop_background_image,"{'red': 248, 'green': 253, 'blue': 253, 'alpha': None}",[248 253 253]
"[{'color': {'red': 50, 'green': 50, 'blue': 59, 'alpha': None}, 'score': 0.11136283725500107, 'pixelFraction': 0.11621955037117004}, {'color': {'red': 19, 'green': 56, 'blue': 101, 'alpha': None}, 'score': 0.10530668497085571, 'pixelFraction': 0.038392264395952225}, {'color': {'red': 197, 'green': 197, 'blue': 198, 'alpha': None}, 'score': 0.09878414124250412, 'pixelFraction': 0.17224381864070892}, {'color': {'red': 20, 'green': 28, 'blue': 52, 'alpha': None}, 'score': 0.09115089476108551, 'pixelFraction': 0.05081050470471382}, {'color': {'red': 151, 'green': 155, 'blue': 157, 'alpha': None}, 'score': 0.09470686316490173, 'pixelFraction': 0.14807090163230896}, {'color': {'red': 37, 'green': 48, 'blue': 72, 'alpha': None}, 'score': 0.08758800476789474, 'pixelFraction': 0.05223244056105614}, {'color': {'red': 28, 'green': 81, 'blue': 130, 'alpha': None}, 'score': 0.0863485336303711, 'pixelFraction': 0.03061901591718197}, {'color': {'red': 119, 'green': 122, 'blue': 124, 'alpha': None}, 'score': 0.07958130538463593, 'pixelFraction': 0.12076973915100098}, {'color': {'red': 82, 'green': 82, 'blue': 88, 'alpha': None}, 'score': 0.06329355388879776, 'pixelFraction': 0.07849085330963135}, {'color': {'red': 231, 'green': 233, 'blue': 234, 'alpha': None}, 'score': 0.056016985327005386, 'pixelFraction': 0.09280500560998917}]",47452,video_thumbnail,"{'red': 50, 'green': 50, 'blue': 59, 'alpha': None}",[50 50 59]
"[{'color': {'red': 247, 'green': 252, 'blue': 254, 'alpha': None}, 'score': 0.4992291331291199, 'pixelFraction': 0.7001774311065674}, {'color': {'red': 63, 'green': 81, 'blue': 113, 'alpha': None}, 'score': 0.04690174013376236, 'pixelFraction': 0.01876876875758171}, {'color': {'red': 30, 'green': 52, 'blue': 109, 'alpha': None}, 'score': 0.029142774641513824, 'pixelFraction': 0.0068250070326030254}, {'color': {'red': 111, 'green': 160, 'blue': 85, 'alpha': None}, 'score': 0.006111788097769022, 'pixelFraction': 0.022181272506713867}, {'color': {'red': 110, 'green': 73, 'blue': 60, 'alpha': None}, 'score': 0.004370617214590311, 'pixelFraction': 0.0060742562636733055}, {'color': {'red': 176, 'green': 202, 'blue': 131, 'alpha': None}, 'score': 0.0024449191987514496, 'pixelFraction': 0.0007507507689297199}, {'color': {'red': 117, 'green': 142, 'blue': 44, 'alpha': None}, 'score': 0.0007471084245480597, 'pixelFraction': 0.00020475020573940128}, {'color': {'red': 37, 'green': 53, 'blue': 80, 'alpha': None}, 'score': 0.03966213017702103, 'pixelFraction': 0.01624351553618908}, {'color': {'red': 112, 'green': 139, 'blue': 220, 'alpha': None}, 'score': 0.00034717313246801496, 'pixelFraction': 6.825006857980043e-05}, {'color': {'red': 41, 'green': 88, 'blue': 135, 'alpha': None}, 'score': 0.029129689559340477, 'pixelFraction': 0.008394758217036724}]",47453,mobile_background_image,"{'red': 247, 'green': 252, 'blue': 254, 'alpha': None}",[247 252 254]
"[{'color': {'red': 248, 'green': 253, 'blue': 253, 'alpha': None}, 'score': 0.39490994811058044, 'pixelFraction': 0.6837751269340515}, {'color': {'red': 32, 'green': 50, 'blue': 78, 'alpha': None}, 'score': 0.042818374931812286, 'pixelFraction': 0.019116465002298355}, {'color': {'red': 36, 'green': 84, 'blue': 132, 'alpha': None}, 'score': 0.036372505128383636, 'pixelFraction': 0.01148594357073307}, {'color': {'red': 164, 'green': 197, 'blue': 150, 'alpha': None}, 'score': 0.007065457291901112, 'pixelFraction': 0.0025702810380607843}, {'color': {'red': 112, 'green': 161, 'blue': 85, 'alpha': None}, 'score': 0.005600347649306059, 'pixelFraction': 0.006265060044825077}, {'color': {'red': 106, 'green': 71, 'blue': 58, 'alpha': None}, 'score': 0.003015346359461546, 'pixelFraction': 0.00401606410741806}, {'color': {'red': 16, 'green': 24, 'blue': 47, 'alpha': None}, 'score': 0.03869122266769409, 'pixelFraction': 0.01919678784906864}, {'color': {'red': 61, 'green': 82, 'blue': 113, 'alpha': None}, 'score': 0.03528168424963951, 'pixelFraction': 0.016305221244692802}, {'color': {'red': 24, 'green': 57, 'blue': 103, 'alpha': None}, 'score': 0.035077545791864395, 'pixelFraction': 0.011164658702909946}, {'color': {'red': 31, 'green': 50, 'blue': 105, 'alpha': None}, 'score': 0.03297574445605278, 'pixelFraction': 0.008995983749628067}]",47453,desktop_background_image,"{'red': 248, 'green': 253, 'blue': 253, 'alpha': None}",[248 253 253]
"[{'color': {'red': 71, 'green': 90, 'blue': 107, 'alpha': None}, 'score': 0.1137457862496376, 'pixelFraction': 0.06341833621263504}, {'color': {'red': 111, 'green': 121, 'blue': 120, 'alpha': None}, 'score': 0.08702094852924347, 'pixelFraction': 0.09489051252603531}, {'color': {'red': 110, 'green': 125, 'blue': 98, 'alpha': None}, 'score': 0.04378221556544304, 'pixelFraction': 0.005024172831326723}, {'color': {'red': 20, 'green': 48, 'blue': 105, 'alpha': None}, 'score': 0.024511530995368958, 'pixelFraction': 0.04076215624809265}, {'color': {'red': 248, 'green': 176, 'blue': 222, 'alpha': None}, 'score': 0.002299853600561619, 'pixelFraction': 9.479571599513292e-05}, {'color': {'red': 78, 'green': 87, 'blue': 88, 'alpha': None}, 'score': 0.07296775281429291, 'pixelFraction': 0.11640913784503937}, {'color': {'red': 255, 'green': 212, 'blue': 249, 'alpha': None}, 'score': 0.000699015217833221, 'pixelFraction': 0.00018959143199026585}, {'color': {'red': 144, 'green': 159, 'blue': 162, 'alpha': None}, 'score': 0.06844654679298401, 'pixelFraction': 0.07138117402791977}, {'color': {'red': 184, 'green': 197, 'blue': 202, 'alpha': None}, 'score': 0.06664951145648956, 'pixelFraction': 0.07223433256149292}, {'color': {'red': 99, 'green': 118, 'blue': 136, 'alpha': None}, 'score': 0.06297802925109863, 'pixelFraction': 0.04189970716834068}]",47453,video_thumbnail,"{'red': 71, 'green': 90, 'blue': 107, 'alpha': None}",[ 71  90 107]
"[{'color': {'red': 14, 'green': 15, 'blue': 19, 'alpha': None}, 'score': 0.20663073658943176, 'pixelFraction': 0.7967513203620911}, {'color': {'red': 46, 'green': 52, 'blue': 75, 'alpha': None}, 'score': 0.09173083305358887, 'pixelFraction': 0.018018018454313278}, {'color': {'red': 162, 'green': 191, 'blue': 213, 'alpha': None}, 'score': 0.06933176517486572, 'pixelFraction': 0.007985257543623447}, {'color': {'red': 235, 'green': 120, 'blue': 168, 'alpha': None}, 'score': 0.026103772222995758, 'pixelFraction': 0.0030030030757188797}, {'color': {'red': 144, 'green': 112, 'blue': 116, 'alpha': None}, 'score': 0.020272763445973396, 'pixelFraction': 0.003958504181355238}, {'color': {'red': 211, 'green': 138, 'blue': 183, 'alpha': None}, 'score': 0.018603883683681488, 'pixelFraction': 0.0016380016459152102}, {'color': {'red': 134, 'green': 160, 'blue': 186, 'alpha': None}, 'score': 0.06497162580490112, 'pixelFraction': 0.012285011820495129}, {'color': {'red': 74, 'green': 84, 'blue': 112, 'alpha': None}, 'score': 0.06101391464471817, 'pixelFraction': 0.012831012718379498}, {'color': {'red': 105, 'green': 122, 'blue': 151, 'alpha': None}, 'score': 0.04776305332779884, 'pixelFraction': 0.010920010507106781}, {'color': {'red': 58, 'green': 49, 'blue': 87, 'alpha': None}, 'score': 0.03676701709628105, 'pixelFraction': 0.003958504181355238}]",46255,mobile_background_image,"{'red': 14, 'green': 15, 'blue': 19, 'alpha': None}",[14 15 19]
"[{'color': {'red': 27, 'green': 30, 'blue': 35, 'alpha': None}, 'score': 0.23893718421459198, 'pixelFraction': 0.8148594498634338}, {'color': {'red': 237, 'green': 114, 'blue': 159, 'alpha': None}, 'score': 0.12920385599136353, 'pixelFraction': 0.0030522088054567575}, {'color': {'red': 124, 'green': 158, 'blue': 186, 'alpha': None}, 'score': 0.08676116913557053, 'pixelFraction': 0.011244979687035084}, {'color': {'red': 98, 'green': 125, 'blue': 156, 'alpha': None}, 'score': 0.055846065282821655, 'pixelFraction': 0.00835341401398182}, {'color': {'red': 218, 'green': 136, 'blue': 172, 'alpha': None}, 'score': 0.051764171570539474, 'pixelFraction': 0.0016867469530552626}, {'color': {'red': 213, 'green': 136, 'blue': 181, 'alpha': None}, 'score': 0.041994351893663406, 'pixelFraction': 0.0016867469530552626}, {'color': {'red': 160, 'green': 183, 'blue': 206, 'alpha': None}, 'score': 0.03323615342378616, 'pixelFraction': 0.005220883525907993}, {'color': {'red': 39, 'green': 40, 'blue': 47, 'alpha': None}, 'score': 0.03213931620121002, 'pixelFraction': 0.046425703912973404}, {'color': {'red': 189, 'green': 152, 'blue': 185, 'alpha': None}, 'score': 0.028733154758810997, 'pixelFraction': 0.0024899598211050034}, {'color': {'red': 43, 'green': 53, 'blue': 81, 'alpha': None}, 'score': 0.02704942412674427, 'pixelFraction': 0.01148594357073307}]",46255,desktop_background_image,"{'red': 27, 'green': 30, 'blue': 35, 'alpha': None}",[27 30 35]
"[{'color': {'red': 158, 'green': 159, 'blue': 128, 'alpha': None}, 'score': 0.3702947795391083, 'pixelFraction': 0.2877193093299866}, {'color': {'red': 12, 'green': 14, 'blue': 4, 'alpha': None}, 'score': 0.029989713802933693, 'pixelFraction': 0.06115288287401199}, {'color': {'red': 126, 'green': 125, 'blue': 94, 'alpha': None}, 'score': 0.13192322850227356, 'pixelFraction': 0.1835588961839676}, {'color': {'red': 150, 'green': 160, 'blue': 127, 'alpha': None}, 'score': 0.08990303426980972, 'pixelFraction': 0.06406015157699585}, {'color': {'red': 185, 'green': 189, 'blue': 162, 'alpha': None}, 'score': 0.07463231682777405, 'pixelFraction': 0.06476190686225891}, {'color': {'red': 89, 'green': 86, 'blue': 58, 'alpha': None}, 'score': 0.06903129816055298, 'pixelFraction': 0.06546366214752197}, {'color': {'red': 58, 'green': 54, 'blue': 28, 'alpha': None}, 'score': 0.03801991790533066, 'pixelFraction': 0.029273182153701782}, {'color': {'red': 189, 'green': 198, 'blue': 184, 'alpha': None}, 'score': 0.029369870200753212, 'pixelFraction': 0.037794485688209534}, {'color': {'red': 223, 'green': 232, 'blue': 228, 'alpha': None}, 'score': 0.017347117885947227, 'pixelFraction': 0.029874686151742935}, {'color': {'red': 79, 'green': 89, 'blue': 55, 'alpha': None}, 'score': 0.013939077965915203, 'pixelFraction': 0.009523809887468815}]",46255,video_thumbnail,"{'red': 158, 'green': 159, 'blue': 128, 'alpha': None}",[158 159 128]
